timestamp,can_id,b0,b1,b2,b3,b4,b5,b6,b7
1781970905.3837547,1490,42,248,67,118,0,0,0,0
1781970905.494634,1767,106,100,23,1,0,0,0,0
1781970905.6058679,418,15,69,108,189,0,0,0,0
1781970905.7169828,1009,12,28,116,240,0,0,0,0
1781970905.8283165,1490,43,172,97,129,0,0,0,0
1781970905.9397798,1767,108,100,95,1,0,0,0,0
1781970906.0405173,418,15,71,102,195,0,0,0,0
1781970906.1465936,1009,12,28,121,240,0,0,0,0
1781970906.2480307,1490,45,130,167,128,0,0,0,0
1781970906.3505273,1767,112,100,164,1,0,0,0,0
1781970906.45474,418,15,81,96,202,0,0,0,0
1781970906.5555146,1009,12,28,125,240,0,0,0,0
1781970906.656082,1490,47,118,176,157,0,0,0,0
1781970906.7685301,1767,116,100,164,1,0,0,0,0
1781970906.8753421,418,15,71,90,209,0,0,0,0
1781970906.986295,1009,12,28,130,240,0,0,0,0
1781970907.0865815,1490,48,142,123,159,0,0,0,0
1781970907.1876307,1767,120,100,164,1,0,0,0,0
1781970907.2880232,418,15,69,127,160,0,0,0,0
1781970907.3896542,1009,12,28,94,240,0,0,0,0
1781970907.4964263,1490,0,130,16,2,0,0,0,0
1781970907.5984213,1767,90,40,76,0,0,0,0,0
1781970907.6989362,418,15,78,127,160,0,0,0,0
1781970907.8031077,1009,12,28,94,240,0,0,0,0
1781970907.9144635,1490,0,20,6,1,0,0,0,0
1781970908.0172367,1767,89,40,74,0,0,0,0,0
1781970908.120531,418,15,74,127,160,0,0,0,0
1781970908.225009,1009,12,28,94,240,0,0,0,0
1781970908.331073,1490,1,144,5,20,0,0,0,0
1781970908.4351356,1767,90,70,74,1,0,0,0,0
1781970908.538034,418,15,79,126,160,0,0,0,0
1781970908.6402702,1009,12,28,94,240,0,0,0,0
1781970908.751652,1490,4,226,7,22,0,0,0,0
1781970908.8619957,1767,90,70,76,1,0,0,0,0
1781970908.9735873,418,15,75,125,162,0,0,0,0
1781970909.0843544,1009,12,28,94,240,0,0,0,0
1781970909.1953268,1490,9,86,13,26,0,0,0,0
1781970909.307736,1767,90,70,82,1,0,0,0,0
1781970909.4194515,418,15,75,123,163,0,0,0,0
1781970909.5242753,1009,12,28,95,240,0,0,0,0
1781970909.6278467,1490,13,51,12,32,0,0,0,0
1781970909.7320201,1767,90,70,82,1,0,0,0,0
1781970909.8365858,418,15,92,122,164,0,0,0,0
1781970909.940836,1009,12,28,95,240,0,0,0,0
1781970910.0449922,1490,15,10,28,28,0,0,0,0
1781970910.1492255,1767,91,70,85,1,0,0,0,0
1781970910.2548351,418,15,95,120,165,0,0,0,0
1781970910.3699384,1009,12,28,96,240,0,0,0,0
1781970910.476129,1490,15,160,34,35,0,0,0,0
1781970910.5798187,1767,91,70,81,1,0,0,0,0
1781970910.6840215,418,15,99,119,165,0,0,0,0
1781970910.7881808,1009,12,28,96,240,0,0,0,0
1781970910.892394,1490,17,28,42,40,0,0,0,0
1781970911.0068412,1767,91,70,78,1,0,0,0,0
1781970911.1075706,418,15,101,117,166,0,0,0,0
1781970911.2118218,1009,12,28,96,240,0,0,0,0
1781970911.319229,1490,19,56,47,49,0,0,0,0
1781970911.4203818,1767,92,70,82,1,0,0,0,0
1781970911.525249,418,15,95,116,167,0,0,0,0
1781970911.6254208,1009,12,28,97,240,0,0,0,0
1781970911.7262375,1490,19,196,31,41,0,0,0,0
1781970911.8270838,1767,92,70,86,1,0,0,0,0
1781970911.931205,418,15,97,114,168,0,0,0,0
1781970912.046266,1009,12,28,97,240,0,0,0,0
1781970912.157605,1490,20,80,31,42,0,0,0,0
1781970912.2615805,1767,92,70,88,1,0,0,0,0
1781970912.365813,418,15,112,113,169,0,0,0,0
1781970912.4687154,1009,12,28,98,240,0,0,0,0
1781970912.5729,1490,23,112,36,90,0,0,0,0
1781970912.678619,1767,94,70,100,1,0,0,0,0
1781970912.7938886,418,15,107,110,172,0,0,0,0
1781970912.906671,1009,12,28,100,240,0,0,0,0
1781970913.015958,1490,27,88,28,107,0,0,0,0
1781970913.1189637,1767,96,70,132,1,0,0,0,0
1781970913.2256796,418,15,111,107,174,0,0,0,0
1781970913.3318536,1009,12,28,102,240,0,0,0,0
1781970913.4347818,1490,31,244,41,123,0,0,0,0
1781970913.5466223,1767,98,70,163,1,0,0,0,0
1781970913.6505773,418,15,107,103,177,0,0,0,0
1781970913.7535985,1009,12,28,105,240,0,0,0,0
1781970913.8562794,1490,36,4,33,136,0,0,0,0
1781970913.960771,1767,100,70,189,1,0,0,0,0
1781970914.065108,418,15,102,100,180,0,0,0,0
1781970914.1702166,1009,12,28,107,240,0,0,0,0
1781970914.2707293,1490,40,20,53,125,0,0,0,0
1781970914.382064,1767,102,100,212,1,0,0,0,0
1781970914.4930432,418,15,106,97,182,0,0,0,0
1781970914.6042125,1009,12,28,109,240,0,0,0,0
1781970914.7157545,1490,43,42,65,114,0,0,0,0
1781970914.8160872,1767,104,100,8,1,0,0,0,0
1781970914.9201674,418,15,108,91,189,0,0,0,0
1781970915.0333064,1009,12,28,114,240,0,0,0,0
1781970915.1340454,1490,45,90,45,113,0,0,0,0
1781970915.2451282,1767,108,100,71,1,0,0,0,0
1781970915.3504522,418,15,114,84,196,0,0,0,0
1781970915.4548242,1009,12,28,119,240,0,0,0,0
1781970915.5556433,1490,46,34,100,110,0,0,0,0
1781970915.6562984,1767,111,100,146,1,0,0,0,0
1781970915.7605162,418,15,115,78,201,0,0,0,0
1781970915.864668,1009,12,28,122,240,0,0,0,0
1781970915.9738958,1490,47,168,142,119,0,0,0,0
1781970916.0742476,1767,114,100,164,1,0,0,0,0
1781970916.1771328,418,15,115,72,209,0,0,0,0
1781970916.278293,1009,12,28,127,240,0,0,0,0
1781970916.3797483,1490,49,226,92,118,0,0,0,0
1781970916.4826891,1767,117,100,164,1,0,0,0,0
1781970916.584922,418,15,112,65,215,0,0,0,0
1781970916.6910803,1009,12,28,132,240,0,0,0,0
1781970916.798249,1490,1,44,4,4,0,0,0,0
1781970916.9137492,1767,89,40,79,0,0,0,0,0
1781970917.0247643,418,15,113,122,160,0,0,0,0
1781970917.1308596,1009,12,28,94,240,0,0,0,0
1781970917.2416637,1490,0,30,3,4,0,0,0,0
1781970917.3440247,1767,89,40,71,0,0,0,0,0
1781970917.4580314,418,15,107,122,159,0,0,0,0
1781970917.565651,1009,12,28,94,240,0,0,0,0
1781970917.6777925,1490,0,40,6,0,0,0,0,0
1781970917.7886534,1767,89,40,61,0,0,0,0,0
1781970917.9004889,418,15,106,121,160,0,0,0,0
1781970918.0118463,1009,12,28,94,240,0,0,0,0
1781970918.0276437,1490,3,42,13,25,0,0,0,0
1781970918.0433187,1767,89,70,68,1,0,0,0,0
1781970918.0591812,418,15,106,120,160,0,0,0,0
1781970918.0749683,1009,12,28,94,240,0,0,0,0
1781970918.090986,1490,8,252,26,20,0,0,0,0
1781970918.106928,1767,90,70,69,1,0,0,0,0
1781970918.122664,418,15,107,119,161,0,0,0,0
1781970918.1384282,1009,12,28,94,240,0,0,0,0
1781970918.1542068,1490,12,28,38,22,0,0,0,0
1781970918.170053,1767,90,70,69,1,0,0,0,0
1781970918.1856666,418,15,109,117,162,0,0,0,0
1781970918.201419,1009,12,28,95,240,0,0,0,0
1781970918.2174776,1490,14,86,34,30,0,0,0,0
1781970918.2332087,1767,90,70,70,1,0,0,0,0
1781970918.2487557,418,15,114,116,164,0,0,0,0
1781970918.2782876,1009,12,28,95,240,0,0,0,0
1781970918.294337,1490,14,176,55,20,0,0,0,0
1781970918.3101807,1767,90,70,71,1,0,0,0,0
1781970918.3261302,418,15,108,114,165,0,0,0,0
1781970918.3419368,1009,12,28,96,240,0,0,0,0
1781970918.358133,1490,16,64,50,20,0,0,0,0
1781970918.3739166,1767,91,70,79,1,0,0,0,0
1781970918.3899653,418,15,109,113,166,0,0,0,0
1781970918.4058945,1009,12,28,96,240,0,0,0,0
1781970918.4216044,1490,16,174,52,24,0,0,0,0
1781970918.4376616,1767,91,70,81,1,0,0,0,0
1781970918.453759,418,15,113,112,167,0,0,0,0
1781970918.4693768,1009,12,28,96,240,0,0,0,0
1781970918.4855604,1490,16,74,32,26,0,0,0,0
1781970918.5009558,1767,91,70,82,1,0,0,0,0
1781970918.5169284,418,15,116,110,168,0,0,0,0
1781970918.5330741,1009,12,28,97,240,0,0,0,0
1781970918.5422711,1490,16,34,22,32,0,0,0,0
1781970918.5486572,1767,92,70,80,1,0,0,0,0
1781970918.5541637,418,15,125,109,169,0,0,0,0
1781970918.5607455,1009,12,28,97,240,0,0,0,0
1781970918.566073,1490,17,28,32,48,0,0,0,0
1781970918.5730517,1767,92,70,78,1,0,0,0,0
1781970918.5799325,418,15,111,107,170,0,0,0,0
1781970918.5880785,1009,12,28,99,240,0,0,0,0
1781970918.5937889,1490,24,196,0,95,0,0,0,0
1781970918.5997314,1767,94,70,106,1,0,0,0,0
1781970918.6061943,418,15,105,103,173,0,0,0,0
1781970918.6126697,1009,12,28,101,240,0,0,0,0
1781970918.6192374,1490,28,52,35,98,0,0,0,0
1781970918.6257844,1767,96,70,142,1,0,0,0,0
1781970918.632098,418,15,93,100,175,0,0,0,0
1781970918.6386106,1009,12,28,103,240,0,0,0,0
1781970918.643779,1490,32,108,91,96,0,0,0,0
1781970918.6493795,1767,98,70,170,1,0,0,0,0
1781970918.6583557,418,15,95,97,178,0,0,0,0
1781970918.6656475,1009,12,28,105,240,0,0,0,0
1781970918.671515,1490,36,244,107,90,0,0,0,0
1781970918.6771607,1767,100,100,193,1,0,0,0,0
1781970918.684118,418,15,100,94,181,0,0,0,0
1781970918.6911354,1009,12,28,107,240,0,0,0,0
1781970918.697559,1490,40,170,105,95,0,0,0,0
1781970918.7039762,1767,102,100,220,1,0,0,0,0
1781970918.7119136,418,15,112,90,184,0,0,0,0
1781970918.718839,1009,12,28,111,240,0,0,0,0
1781970918.727062,1490,42,8,90,125,0,0,0,0
1781970918.7327263,1767,105,100,36,1,0,0,0,0
1781970918.7396698,418,15,107,83,190,0,0,0,0
1781970918.7466798,1009,12,28,115,240,0,0,0,0
1781970918.7536433,1490,43,202,75,110,0,0,0,0
1781970918.7618272,1767,109,100,113,1,0,0,0,0
1781970918.7674904,418,15,105,76,197,0,0,0,0
1781970918.7744622,1009,12,28,120,240,0,0,0,0
1781970918.781439,1490,45,190,30,110,0,0,0,0
1781970918.7889712,1767,113,100,164,1,0,0,0,0
1781970918.7952306,418,15,102,70,204,0,0,0,0
1781970918.802169,1009,12,28,124,240,0,0,0,0
1781970918.8087068,1490,46,64,0,116,0,0,0,0
1781970918.815058,1767,116,100,164,1,0,0,0,0
1781970918.823068,418,15,97,63,211,0,0,0,0
1781970918.829386,1009,12,28,129,240,0,0,0,0
1781970918.8448694,1490,47,48,0,118,0,0,0,0
1781970918.8507748,1767,120,100,164,1,0,0,0,0
1781970918.8577418,418,15,98,112,160,0,0,0,0
1781970918.868617,1009,12,28,94,240,0,0,0,0
1781970918.878635,1490,0,90,6,4,0,0,0,0
1781970918.8867352,1767,89,40,76,0,0,0,0,0
1781970918.8924685,418,15,85,112,159,0,0,0,0
1781970918.8994448,1009,12,28,94,240,0,0,0,0
1781970918.9063163,1490,0,0,4,2,0,0,0,0
1781970918.9132059,1767,89,40,71,0,0,0,0,0
1781970918.9202642,418,15,89,112,159,0,0,0,0
1781970918.9260826,1009,12,28,94,240,0,0,0,0
1781970918.934197,1490,1,104,12,20,0,0,0,0
1781970918.9403236,1767,89,40,69,0,0,0,0,0
1781970918.9467297,418,15,96,111,160,0,0,0,0
1781970918.9550292,1009,12,28,94,240,0,0,0,0
1781970918.9631946,1490,7,68,4,25,0,0,0,0
1781970918.9688842,1767,89,70,73,1,0,0,0,0
1781970918.9758713,418,15,112,110,161,0,0,0,0
1781970918.9861534,1009,12,28,95,240,0,0,0,0
1781970918.9967313,1490,10,60,9,27,0,0,0,0
1781970919.0044103,1767,90,70,74,1,0,0,0,0
1781970919.0105689,418,15,100,109,162,0,0,0,0
1781970919.0174556,1009,12,28,95,240,0,0,0,0
1781970919.0239513,1490,11,194,7,23,0,0,0,0
1781970919.030337,1767,90,70,77,1,0,0,0,0
1781970919.036864,418,15,100,107,163,0,0,0,0
1781970919.0453174,1009,12,28,96,240,0,0,0,0
1781970919.0534158,1490,14,86,39,37,0,0,0,0
1781970919.0591059,1767,90,70,80,1,0,0,0,0
1781970919.0661085,418,15,109,105,164,0,0,0,0
1781970919.0743532,1009,12,28,96,240,0,0,0,0
1781970919.0800004,1490,15,139,47,42,0,0,0,0
1781970919.0868893,1767,91,70,81,1,0,0,0,0
1781970919.0939627,418,15,97,104,165,0,0,0,0
1781970919.1021276,1009,12,28,96,240,0,0,0,0
1781970919.107827,1490,16,174,65,37,0,0,0,0
1781970919.1148512,1767,91,70,89,1,0,0,0,0
1781970919.1216707,418,15,93,102,166,0,0,0,0
1781970919.1287246,1009,12,28,97,240,0,0,0,0
1781970919.1356323,1490,17,248,69,45,0,0,0,0
1781970919.1509016,1767,91,70,95,1,0,0,0,0
1781970919.1560962,418,15,95,101,166,0,0,0,0
1781970919.1633694,1009,12,28,97,240,0,0,0,0
1781970919.1702416,1490,18,2,80,50,0,0,0,0
1781970919.1772609,1767,92,70,96,1,0,0,0,0
1781970919.192208,418,15,106,100,167,0,0,0,0
1781970919.2014399,1009,12,28,97,240,0,0,0,0
1781970919.207654,1490,18,62,80,54,0,0,0,0
1781970919.213143,1767,92,70,99,1,0,0,0,0
1781970919.2188416,418,15,105,98,168,0,0,0,0
1781970919.2258124,1009,12,28,98,240,0,0,0,0
1781970919.233888,1490,23,112,74,90,0,0,0,0
1781970919.2396314,1767,93,70,115,1,0,0,0,0
1781970919.245615,418,15,93,95,170,0,0,0,0
1781970919.2535431,1009,12,28,101,240,0,0,0,0
1781970919.2605424,1490,27,188,61,108,0,0,0,0
1781970919.273149,1767,95,70,138,1,0,0,0,0
1781970919.2813985,418,15,90,92,173,0,0,0,0
1781970919.295275,1009,12,28,104,240,0,0,0,0
1781970919.302171,1490,32,8,81,107,0,0,0,0
1781970919.3091161,1767,97,70,174,1,0,0,0,0
1781970919.316118,418,15,82,89,176,0,0,0,0
1781970919.3231335,1009,12,28,106,240,0,0,0,0
1781970919.3319764,1490,36,54,59,100,0,0,0,0
1781970919.3382328,1767,99,70,200,1,0,0,0,0
1781970919.3438666,418,15,64,86,179,0,0,0,0
1781970919.3502235,1009,12,28,108,240,0,0,0,0
1781970919.3577588,1490,40,0,42,100,0,0,0,0
1781970919.3632407,1767,101,100,220,1,0,0,0,0
1781970919.3716812,418,15,72,83,181,0,0,0,0
1781970919.3798282,1009,12,28,110,240,0,0,0,0
1781970919.3855388,1490,44,86,24,110,0,0,0,0
1781970919.3925052,1767,104,100,14,1,0,0,0,0
1781970919.3993704,418,15,78,77,187,0,0,0,0
1781970919.4063559,1009,12,28,115,240,0,0,0,0
1781970919.4133878,1490,44,186,69,110,0,0,0,0
1781970919.4231071,1767,108,100,73,1,0,0,0,0
1781970919.4342237,418,15,82,72,193,0,0,0,0
1781970919.4424877,1009,12,28,119,240,0,0,0,0
1781970919.4480157,1490,46,4,45,110,0,0,0,0
1781970919.4549632,1767,111,100,147,1,0,0,0,0
1781970919.4609609,418,15,95,66,200,0,0,0,0
1781970919.468933,1009,12,28,124,240,0,0,0,0
1781970919.4758487,1490,47,138,0,110,0,0,0,0
1781970919.4840899,1767,114,100,164,1,0,0,0,0
1781970919.494894,418,15,99,59,207,0,0,0,0
1781970919.5185757,1009,12,28,128,240,0,0,0,0
1781970919.5244398,1490,48,72,86,118,0,0,0,0
1781970919.531466,1767,118,100,164,1,0,0,0,0
1781970919.5383267,418,15,104,53,214,0,0,0,0
1781970919.5459578,1009,12,28,132,240,0,0,0,0
1781970919.5523164,1490,1,44,0,4,0,0,0,0
1781970919.5591404,1767,89,40,79,0,0,0,0,0
1781970919.565631,418,15,107,103,160,0,0,0,0
1781970919.5730562,1009,12,28,94,240,0,0,0,0
1781970919.5785494,1490,0,0,2,0,0,0,0,0
1781970919.587001,1767,89,40,65,0,0,0,0,0
1781970919.5997548,418,15,118,103,159,0,0,0,0
1781970919.6078238,1009,12,28,94,240,0,0,0,0
1781970919.6159863,1490,0,40,0,0,0,0,0,0
1781970919.621679,1767,89,40,54,0,0,0,0,0
1781970919.6285982,418,15,107,102,160,0,0,0,0
1781970919.635605,1009,12,28,94,240,0,0,0,0
1781970919.6425614,1490,5,100,4,20,0,0,0,0
1781970919.65175,1767,89,70,62,1,0,0,0,0
1781970919.663334,418,15,103,101,161,0,0,0,0
1781970919.6787438,1009,12,28,94,240,0,0,0,0
1781970919.6857502,1490,8,172,19,20,0,0,0,0
1781970919.691174,1767,90,70,64,1,0,0,0,0
1781970919.6980374,418,15,108,100,162,0,0,0,0
1781970919.7102556,1009,12,28,95,240,0,0,0,0
1781970919.718848,1490,11,144,10,32,0,0,0,0
1781970919.7339895,1767,90,70,65,1,0,0,0,0
1781970919.739773,418,15,112,98,163,0,0,0,0
1781970919.7467666,1009,12,28,95,240,0,0,0,0
1781970919.761817,1490,13,142,4,27,0,0,0,0
1781970919.7674572,1767,90,70,69,1,0,0,0,0
1781970919.7743154,418,15,123,96,164,0,0,0,0
1781970919.781351,1009,12,28,96,240,0,0,0,0
1781970919.788352,1490,17,128,16,30,0,0,0,0
1781970919.803546,1767,90,70,75,1,0,0,0,0
1781970919.8091354,418,15,124,95,165,0,0,0,0
1781970919.8161435,1009,12,28,96,240,0,0,0,0
1781970919.8278139,1490,17,128,18,38,0,0,0,0
1781970919.83707,1767,91,70,77,1,0,0,0,0
1781970919.8451612,418,15,109,93,166,0,0,0,0
1781970919.8507864,1009,12,28,96,240,0,0,0,0
1781970919.8578086,1490,15,180,17,47,0,0,0,0
1781970919.864651,1767,91,70,83,1,0,0,0,0
1781970919.8716748,418,15,113,92,167,0,0,0,0
1781970919.88669,1009,12,28,97,240,0,0,0,0
1781970919.8924992,1490,17,48,20,44,0,0,0,0
1781970919.8995383,1767,91,70,86,1,0,0,0,0
1781970919.907538,418,15,111,91,168,0,0,0,0
1781970919.9133186,1009,12,28,97,240,0,0,0,0
1781970919.9187443,1490,16,184,22,39,0,0,0,0
1781970919.9272153,1767,92,70,90,1,0,0,0,0
1781970919.9353902,418,15,104,89,169,0,0,0,0
1781970919.9414036,1009,12,28,97,240,0,0,0,0
1781970919.9480667,1490,18,42,18,39,0,0,0,0
1781970919.956309,1767,92,70,94,1,0,0,0,0
1781970919.9619694,418,15,99,88,171,0,0,0,0
1781970919.968901,1009,12,28,99,240,0,0,0,0
1781970919.975894,1490,25,0,16,90,0,0,0,0
1781970919.9913213,1767,93,70,115,1,0,0,0,0
1781970920.0071666,418,15,108,85,173,0,0,0,0
1781970920.022866,1009,12,28,101,240,0,0,0,0
1781970920.0386083,1490,29,116,48,113,0,0,0,0
