timestamp,can_id,b0,b1,b2,b3,b4,b5,b6,b7
1781970920.054275,1767,95,70,145,1,0,0,0,0
1781970920.0703738,418,15,108,81,176,0,0,0,0
1781970920.0861442,1009,12,28,103,240,0,0,0,0
1781970920.1020808,1490,33,72,54,130,0,0,0,0
1781970920.117777,1767,97,70,184,1,0,0,0,0
1781970920.1338453,418,15,104,79,179,0,0,0,0
1781970920.1495144,1009,12,28,105,240,0,0,0,0
1781970920.165461,1490,37,128,56,113,0,0,0,0
1781970920.181344,1767,99,100,214,1,0,0,0,0
1781970920.197168,418,15,100,75,182,0,0,0,0
1781970920.2130642,1009,12,28,107,240,0,0,0,0
1781970920.22886,1490,41,114,89,105,0,0,0,0
1781970920.244754,1767,101,100,220,1,0,0,0,0
1781970920.2605999,418,15,100,71,185,0,0,0,0
1781970920.2764046,1009,12,28,111,240,0,0,0,0
1781970920.2923434,1490,44,36,155,114,0,0,0,0
1781970920.3081772,1767,105,100,20,1,0,0,0,0
1781970920.3158054,418,15,111,65,192,0,0,0,0
1781970920.322315,1009,12,28,115,240,0,0,0,0
1781970920.3286958,1490,44,246,124,110,0,0,0,0
1781970920.3354447,1767,109,100,97,1,0,0,0,0
1781970920.3419359,418,15,119,58,198,0,0,0,0
1781970920.348456,1009,12,28,120,240,0,0,0,0
1781970920.3545856,1490,45,160,166,110,0,0,0,0
1781970920.361218,1767,112,100,164,1,0,0,0,0
1781970920.3676627,418,15,119,51,204,0,0,0,0
1781970920.3731258,1009,12,28,124,240,0,0,0,0
1781970920.3786058,1490,46,134,93,110,0,0,0,0
1781970920.3855526,1767,115,100,164,1,0,0,0,0
1781970920.3925283,418,15,122,45,211,0,0,0,0
1781970920.4007561,1009,12,28,128,240,0,0,0,0
1781970920.4072988,1490,47,68,133,110,0,0,0,0
1781970920.413396,1767,118,100,164,1,0,0,0,0
1781970920.4202476,418,15,126,98,160,0,0,0,0
1781970920.426806,1009,12,28,95,240,0,0,0,0
1781970920.4341896,1490,0,130,20,2,0,0,0,0
1781970920.43979,1767,89,40,76,0,0,0,0,0
1781970920.4461331,418,15,128,98,160,0,0,0,0
1781970920.4527998,1009,12,28,94,240,0,0,0,0
1781970920.4589798,1490,0,90,19,0,0,0,0,0
1781970920.4655035,1767,90,40,74,0,0,0,0,0
1781970920.4721866,418,15,130,97,159,0,0,0,0
1781970920.4828048,1009,12,28,94,240,0,0,0,0
1781970920.4897382,1490,0,160,6,20,0,0,0,0
1781970920.4966507,1767,90,70,69,1,0,0,0,0
1781970920.5049045,418,15,130,96,160,0,0,0,0
1781970920.5105815,1009,12,28,94,240,0,0,0,0
1781970920.5175147,1490,6,4,0,22,0,0,0,0
1781970920.5244331,1767,90,70,73,1,0,0,0,0
1781970920.5311186,418,15,133,95,161,0,0,0,0
1781970920.5375729,1009,12,28,95,240,0,0,0,0
1781970920.5443175,1490,12,118,11,28,0,0,0,0
1781970920.5506551,1767,90,70,73,1,0,0,0,0
1781970920.5571835,418,15,137,93,162,0,0,0,0
1781970920.563504,1009,12,28,95,240,0,0,0,0
1781970920.5701814,1490,15,160,20,45,0,0,0,0
1781970920.5767424,1767,91,70,72,1,0,0,0,0
1781970920.583043,418,15,142,92,163,0,0,0,0
1781970920.5897322,1009,12,28,96,240,0,0,0,0
1781970920.5951986,1490,16,104,35,35,0,0,0,0
1781970920.6008677,1767,91,70,71,1,0,0,0,0
1781970920.6077197,418,15,141,90,164,0,0,0,0
1781970920.6147223,1009,12,28,96,240,0,0,0,0
1781970920.6217175,1490,16,144,36,29,0,0,0,0
1781970920.6285968,1767,91,70,68,1,0,0,0,0
1781970920.6376543,418,15,135,89,165,0,0,0,0
1781970920.6432083,1009,12,28,96,240,0,0,0,0
1781970920.648675,1490,17,168,33,30,0,0,0,0
1781970920.6563969,1767,91,70,67,1,0,0,0,0
1781970920.6616244,418,15,139,87,166,0,0,0,0
1781970920.6680827,1009,12,28,97,240,0,0,0,0
1781970920.6746998,1490,18,42,24,53,0,0,0,0
1781970920.6811545,1767,92,70,69,1,0,0,0,0
1781970920.6911542,418,15,142,86,167,0,0,0,0
1781970920.6993654,1009,12,28,97,240,0,0,0,0
1781970920.7049751,1490,18,32,22,60,0,0,0,0
1781970920.7120306,1767,92,70,73,1,0,0,0,0
1781970920.7188888,418,15,147,84,168,0,0,0,0
1781970920.7258844,1009,12,28,98,240,0,0,0,0
1781970920.732829,1490,17,248,23,56,0,0,0,0
1781970920.7397702,1767,92,70,82,1,0,0,0,0
1781970920.7463565,418,15,146,83,169,0,0,0,0
1781970920.7529852,1009,12,28,98,240,0,0,0,0
1781970920.7595766,1490,23,112,16,90,0,0,0,0
1781970920.765971,1767,93,70,105,1,0,0,0,0
1781970920.7745066,418,15,145,80,172,0,0,0,0
1781970920.7869859,1009,12,28,101,240,0,0,0,0
1781970920.7932236,1490,26,184,0,107,0,0,0,0
1781970920.8022752,1767,95,70,128,1,0,0,0,0
1781970920.8103921,418,15,150,77,174,0,0,0,0
1781970920.8160875,1009,12,28,103,240,0,0,0,0
1781970920.8230255,1490,29,206,11,113,0,0,0,0
1781970920.8300958,1767,97,70,166,1,0,0,0,0
1781970920.8369596,418,15,151,75,177,0,0,0,0
1781970920.844054,1009,12,28,105,240,0,0,0,0
1781970920.850848,1490,33,22,4,120,0,0,0,0
1781970920.8577666,1767,99,70,195,1,0,0,0,0
1781970920.8638463,418,15,158,72,180,0,0,0,0
1781970920.8705356,1009,12,28,108,240,0,0,0,0
1781970920.8770425,1490,36,14,0,122,0,0,0,0
1781970920.8835046,1767,101,100,217,1,0,0,0,0
1781970920.8900428,418,15,161,69,182,0,0,0,0
1781970920.896682,1009,12,28,110,240,0,0,0,0
1781970920.903007,1490,39,226,6,114,0,0,0,0
1781970920.9096274,1767,104,100,4,1,0,0,0,0
1781970920.9160948,418,15,161,63,188,0,0,0,0
1781970920.927371,1009,12,28,115,240,0,0,0,0
1781970920.93545,1490,41,174,1,129,0,0,0,0
1781970920.941144,1767,107,100,72,1,0,0,0,0
1781970920.9499514,418,15,163,56,194,0,0,0,0
1781970920.955364,1009,12,28,119,240,0,0,0,0
1781970920.961987,1490,43,72,0,122,0,0,0,0
1781970920.9684548,1767,111,100,164,1,0,0,0,0
1781970920.9750495,418,15,164,49,201,0,0,0,0
1781970920.9815593,1009,12,28,123,240,0,0,0,0
1781970920.987961,1490,45,130,9,141,0,0,0,0
1781970920.9968178,1767,115,100,164,1,0,0,0,0
1781970921.0091293,418,15,172,43,207,0,0,0,0
1781970921.0176244,1009,12,28,128,240,0,0,0,0
1781970921.0258305,1490,45,230,0,146,0,0,0,0
1781970921.0329232,1767,118,100,164,1,0,0,0,0
1781970921.04045,418,15,178,38,214,0,0,0,0
1781970921.0457115,1009,12,28,132,240,0,0,0,0
1781970921.0523498,1490,1,44,15,4,0,0,0,0
1781970921.0661602,1767,90,40,79,0,0,0,0,0
1781970921.0743923,418,15,185,82,159,0,0,0,0
1781970921.080104,1009,12,28,94,240,0,0,0,0
1781970921.0870261,1490,0,10,20,3,0,0,0,0
1781970921.1004305,1767,89,40,73,0,0,0,0,0
1781970921.1065907,418,15,193,82,159,0,0,0,0
1781970921.1148224,1009,12,28,94,240,0,0,0,0
1781970921.1262984,1490,0,0,17,3,0,0,0,0
1781970921.1323135,1767,89,40,67,0,0,0,0,0
1781970921.1379824,418,15,192,82,159,0,0,0,0
1781970921.1495993,1009,12,28,94,240,0,0,0,0
1781970921.1588056,1490,3,172,18,20,0,0,0,0
1781970921.16543,1767,90,70,69,1,0,0,0,0
1781970921.177363,418,15,191,80,160,0,0,0,0
1781970921.185343,1009,12,28,95,240,0,0,0,0
1781970921.1912758,1490,8,202,31,20,0,0,0,0
1781970921.2033036,1767,90,70,69,1,0,0,0,0
1781970921.212009,418,15,185,79,162,0,0,0,0
1781970921.2201416,1009,12,28,95,240,0,0,0,0
1781970921.2257814,1490,12,38,10,25,0,0,0,0
1781970921.2328095,1767,90,70,67,1,0,0,0,0
1781970921.2398503,418,15,196,77,163,0,0,0,0
1781970921.248051,1009,12,28,95,240,0,0,0,0
1781970921.2536635,1490,14,6,0,25,0,0,0,0
1781970921.2606661,1767,90,70,73,1,0,0,0,0
1781970921.2675183,418,15,202,76,163,0,0,0,0
1781970921.2745326,1009,12,28,96,240,0,0,0,0
1781970921.2825632,1490,15,89,27,25,0,0,0,0
1781970921.288378,1767,91,70,72,1,0,0,0,0
1781970921.2946076,418,15,198,75,165,0,0,0,0
1781970921.302235,1009,12,28,96,240,0,0,0,0
1781970921.3093824,1490,13,172,10,20,0,0,0,0
1781970921.3175344,1767,91,70,76,1,0,0,0,0
1781970921.3231242,418,15,190,73,165,0,0,0,0
1781970921.3300464,1009,12,28,97,240,0,0,0,0
1781970921.336966,1490,13,232,6,20,0,0,0,0
1781970921.3439553,1767,91,70,81,1,0,0,0,0
1781970921.3521278,418,15,197,72,166,0,0,0,0
1781970921.3578055,1009,12,28,97,240,0,0,0,0
1781970921.3647542,1490,16,104,2,31,0,0,0,0
1781970921.3717005,1767,91,70,78,1,0,0,0,0
1781970921.378667,418,15,207,70,168,0,0,0,0
1781970921.3855672,1009,12,28,97,240,0,0,0,0
1781970921.393791,1490,17,148,12,20,0,0,0,0
1781970921.3994422,1767,92,70,78,1,0,0,0,0
1781970921.4057221,418,15,206,69,169,0,0,0,0
1781970921.4121609,1009,12,28,98,240,0,0,0,0
1781970921.418645,1490,18,2,33,33,0,0,0,0
1781970921.4250512,1767,92,70,76,1,0,0,0,0
1781970921.431345,418,15,203,67,170,0,0,0,0
1781970921.4380982,1009,12,28,99,240,0,0,0,0
1781970921.4443765,1490,25,200,31,98,0,0,0,0
1781970921.455012,1767,94,70,104,1,0,0,0,0
1781970921.461962,418,15,199,64,172,0,0,0,0
1781970921.468996,1009,12,28,101,240,0,0,0,0
1781970921.4759502,1490,29,166,0,97,0,0,0,0
1781970921.4828439,1767,96,70,134,1,0,0,0,0
1781970921.4896922,418,15,185,61,175,0,0,0,0
1781970921.4979978,1009,12,28,104,240,0,0,0,0
1781970921.5035603,1490,34,36,0,108,0,0,0,0
1781970921.5105805,1767,98,70,164,1,0,0,0,0
1781970921.517501,418,15,172,58,178,0,0,0,0
1781970921.5258136,1009,12,28,106,240,0,0,0,0
1781970921.5314584,1490,37,228,9,110,0,0,0,0
1781970921.538372,1767,99,70,189,1,0,0,0,0
1781970921.5537803,418,15,169,55,180,0,0,0,0
1781970921.5699062,1009,12,28,108,240,0,0,0,0
1781970921.5855324,1490,41,134,12,95,0,0,0,0
1781970921.601449,1767,102,100,219,1,0,0,0,0
1781970921.6172078,418,15,164,51,183,0,0,0,0
1781970921.6334064,1009,12,28,111,240,0,0,0,0
1781970921.6490524,1490,42,248,145,118,0,0,0,0
1781970921.665154,1767,105,100,45,1,0,0,0,0
1781970921.6816857,418,15,165,44,190,0,0,0,0
1781970921.6976364,1009,12,28,116,240,0,0,0,0
1781970921.713505,1490,43,42,220,110,0,0,0,0
1781970921.729369,1767,109,100,113,1,0,0,0,0
1781970921.7451153,418,15,164,37,197,0,0,0,0
1781970921.7610908,1009,12,28,121,240,0,0,0,0
1781970921.777075,1490,43,252,166,110,0,0,0,0
1781970921.7932708,1767,113,100,164,1,0,0,0,0
1781970921.808833,418,15,160,31,203,0,0,0,0
1781970921.8247497,1009,12,28,126,240,0,0,0,0
1781970921.840769,1490,45,130,188,113,0,0,0,0
1781970921.856672,1767,116,100,164,1,0,0,0,0
1781970921.8723323,418,15,161,24,210,0,0,0,0
1781970921.888393,1009,12,28,130,240,0,0,0,0
1781970921.904637,1490,47,188,159,120,0,0,0,0
1781970921.920366,1767,119,100,164,1,0,0,0,0
1781970921.936325,418,15,159,70,160,0,0,0,0
1781970921.9521668,1009,12,28,95,240,0,0,0,0
1781970921.9639544,1490,0,120,20,3,0,0,0,0
1781970921.9712226,1767,89,40,72,0,0,0,0,0
1781970921.9773014,418,15,161,69,159,0,0,0,0
1781970921.9828365,1009,12,28,94,240,0,0,0,0
1781970921.9897199,1490,0,0,13,3,0,0,0,0
1781970921.9966614,1767,89,40,57,0,0,0,0,0
1781970922.0036256,418,15,165,69,159,0,0,0,0
1781970922.0105944,1009,12,28,94,240,0,0,0,0
1781970922.0178106,1490,1,24,20,20,0,0,0,0
1781970922.1178982,1767,89,40,55,0,0,0,0,0
1781970922.220253,418,15,154,68,160,0,0,0,0
1781970922.3267567,1009,12,28,94,240,0,0,0,0
1781970922.4328637,1490,7,118,0,22,0,0,0,0
1781970922.546741,1767,90,70,52,1,0,0,0,0
1781970922.647221,418,15,142,67,161,0,0,0,0
1781970922.7630858,1009,12,28,95,240,0,0,0,0
1781970922.8648274,1490,11,224,8,28,0,0,0,0
1781970922.9745824,1767,90,70,55,1,0,0,0,0
1781970923.0801158,418,15,142,66,162,0,0,0,0
1781970923.180323,1009,12,28,95,240,0,0,0,0
1781970923.2937193,1490,13,162,18,20,0,0,0,0
1781970923.405372,1767,90,70,56,1,0,0,0,0
1781970923.5167356,418,15,136,64,163,0,0,0,0
1781970923.6279705,1009,12,28,95,240,0,0,0,0
1781970923.7386696,1490,16,14,0,20,0,0,0,0
1781970923.8440259,1767,90,70,56,1,0,0,0,0
1781970923.9481971,418,15,143,63,164,0,0,0,0
1781970924.0498323,1009,12,28,96,240,0,0,0,0
1781970924.1528316,1490,15,230,0,20,0,0,0,0
1781970924.2537348,1767,91,70,63,1,0,0,0,0
1781970924.358214,418,15,147,61,165,0,0,0,0
1781970924.459897,1009,12,28,96,240,0,0,0,0
1781970924.5600686,1490,16,114,0,23,0,0,0,0
1781970924.671393,1767,91,70,64,1,0,0,0,0
1781970924.7746255,418,15,144,60,166,0,0,0,0
1781970924.8897743,1009,12,28,96,240,0,0,0,0
1781970925.0003786,1490,17,58,0,20,0,0,0,0
1781970925.1060915,1767,91,70,64,1,0,0,0,0
1781970925.2174313,418,15,146,58,167,0,0,0,0
1781970925.3292494,1009,12,28,97,240,0,0,0,0
1781970925.4402626,1490,18,2,12,27,0,0,0,0
1781970925.551717,1767,92,70,67,1,0,0,0,0
1781970925.6655169,418,15,151,57,168,0,0,0,0
1781970925.7813978,1009,12,28,97,240,0,0,0,0
1781970925.892288,1490,18,132,27,33,0,0,0,0
1781970925.9961002,1767,92,70,68,1,0,0,0,0
1781970926.1074548,418,15,144,56,169,0,0,0,0
1781970926.213659,1009,12,28,98,240,0,0,0,0
1781970926.3193078,1490,23,112,0,90,0,0,0,0
1781970926.4309525,1767,93,70,80,1,0,0,0,0
1781970926.5317683,418,15,140,53,171,0,0,0,0
1781970926.6466234,1009,12,28,100,240,0,0,0,0
1781970926.7570562,1490,26,194,16,96,0,0,0,0
1781970926.8719203,1767,95,70,109,1,0,0,0,0
1781970926.9746747,418,15,142,50,174,0,0,0,0
1781970927.08032,1009,12,28,103,240,0,0,0,0
1781970927.1813836,1490,30,20,18,90,0,0,0,0
1781970927.2851293,1767,96,70,132,1,0,0,0,0
1781970927.3873482,418,15,152,47,177,0,0,0,0
1781970927.4899573,1009,12,28,105,240,0,0,0,0
1781970927.6002438,1490,34,216,65,95,0,0,0,0
1781970927.7112253,1767,99,70,166,1,0,0,0,0
1781970927.822936,418,15,146,44,180,0,0,0,0
1781970927.9345965,1009,12,28,107,240,0,0,0,0
1781970928.0471513,1490,38,142,33,111,0,0,0,0
1781970928.152739,1767,101,100,191,1,0,0,0,0
1781970928.2558591,418,15,146,41,183,0,0,0,0
1781970928.3669868,1009,12,28,110,240,0,0,0,0
1781970928.4811342,1490,41,124,44,110,0,0,0,0
1781970928.5966814,1767,103,100,235,1,0,0,0,0
1781970928.7077215,418,15,143,35,189,0,0,0,0
1781970928.8096704,1009,12,28,114,240,0,0,0,0
1781970928.9121547,1490,43,232,76,110,0,0,0,0
1781970929.0148177,1767,106,100,64,1,0,0,0,0
1781970929.1259143,418,15,148,29,196,0,0,0,0
1781970929.2263298,1009,12,28,119,240,0,0,0,0
1781970929.3380275,1490,44,136,115,119,0,0,0,0
1781970929.4452524,1767,110,100,135,1,0,0,0,0
1781970929.5495467,418,15,156,22,204,0,0,0,0
1781970929.6566734,1009,12,28,123,240,0,0,0,0
1781970929.7668326,1490,46,54,14,111,0,0,0,0
1781970929.8722403,1767,113,100,164,1,0,0,0,0
1781970929.9753573,418,15,155,15,211,0,0,0,0
1781970930.0759072,1009,12,28,127,240,0,0,0,0
1781970930.1885622,1490,48,242,76,116,0,0,0,0
1781970930.299816,1767,117,100,164,1,0,0,0,0
1781970930.3997767,418,15,148,10,218,0,0,0,0
1781970930.50951,1009,12,28,132,240,0,0,0,0
1781970930.6214523,1490,1,44,2,4,0,0,0,0
1781970930.721634,1767,89,40,75,0,0,0,0,0
1781970930.8256946,418,15,155,69,160,0,0,0,0
1781970930.9338653,1009,12,28,94,240,0,0,0,0
1781970931.0443914,1490,0,40,2,0,0,0,0,0
1781970931.1598916,1767,89,40,73,0,0,0,0,0
1781970931.2632263,418,15,169,69,160,0,0,0,0
1781970931.3649359,1009,12,28,94,240,0,0,0,0
1781970931.4673035,1490,0,70,2,0,0,0,0,0
1781970931.5732737,1767,89,40,65,0,0,0,0,0
1781970931.6852162,418,15,166,69,160,0,0,0,0
1781970931.797465,1009,12,28,94,240,0,0,0,0
1781970931.8997536,1490,5,140,0,21,0,0,0,0
1781970932.004983,1767,89,70,65,1,0,0,0,0
1781970932.1125228,418,15,165,67,161,0,0,0,0
1781970932.2204096,1009,12,28,95,240,0,0,0,0
1781970932.3233652,1490,9,146,19,20,0,0,0,0
1781970932.4336963,1767,90,70,67,1,0,0,0,0
1781970932.544653,418,15,170,66,162,0,0,0,0
1781970932.6539085,1009,12,28,95,240,0,0,0,0
1781970932.7577422,1490,12,78,1,24,0,0,0,0
1781970932.8673308,1767,90,70,74,1,0,0,0,0
1781970932.9760253,418,15,162,64,163,0,0,0,0
1781970933.0847456,1009,12,28,95,240,0,0,0,0
1781970933.1969745,1490,14,56,20,28,0,0,0,0
1781970933.2981,1767,90,70,79,1,0,0,0,0
1781970933.3997805,418,15,165,63,164,0,0,0,0
1781970933.5023804,1009,12,28,96,240,0,0,0,0
1781970933.6047244,1490,15,180,0,20,0,0,0,0
1781970933.7140155,1767,90,70,80,1,0,0,0,0
1781970933.8235297,418,15,178,61,165,0,0,0,0
1781970933.9350162,1009,12,28,96,240,0,0,0,0
1781970934.0362303,1490,17,218,15,24,0,0,0,0
1781970934.1452906,1767,91,70,88,1,0,0,0,0
1781970934.2469666,418,15,184,60,166,0,0,0,0
1781970934.351239,1009,12,28,97,240,0,0,0,0
1781970934.4548795,1490,16,134,24,39,0,0,0,0
1781970934.5595834,1767,91,70,87,1,0,0,0,0
1781970934.6647778,418,15,187,58,167,0,0,0,0
1781970934.7684126,1009,12,28,97,240,0,0,0,0
1781970934.872936,1490,18,52,21,31,0,0,0,0
1781970934.976223,1767,91,70,90,1,0,0,0,0
1781970935.0945392,418,15,175,57,168,0,0,0,0
1781970935.1984384,1009,12,28,98,240,0,0,0,0
1781970935.2995987,1490,20,40,42,26,0,0,0,0
1781970935.4106195,1767,92,70,93,1,0,0,0,0
1781970935.520434,418,15,164,56,169,0,0,0,0
1781970935.622902,1009,12,28,98,240,0,0,0,0
1781970935.731339,1490,19,186,40,20,0,0,0,0
1781970935.8328943,1767,92,70,91,1,0,0,0,0
1781970935.9368591,418,15,165,54,170,0,0,0,0
1781970936.0482893,1009,12,28,99,240,0,0,0,0
1781970936.1502867,1490,25,59,31,99,0,0,0,0
1781970936.258527,1767,94,70,121,1,0,0,0,0
1781970936.3622813,418,15,175,50,173,0,0,0,0
1781970936.4707985,1009,12,28,102,240,0,0,0,0
1781970936.5804813,1490,28,172,47,90,0,0,0,0
1781970936.6843483,1767,96,70,151,1,0,0,0,0
1781970936.7890942,418,15,173,47,175,0,0,0,0
1781970936.895338,1009,12,28,104,240,0,0,0,0
1781970936.997132,1490,32,58,36,93,0,0,0,0
1781970937.099723,1767,98,70,183,1,0,0,0,0
1781970937.2020688,418,15,171,43,178,0,0,0,0
1781970937.3099356,1009,12,28,107,240,0,0,0,0
1781970937.4140146,1490,36,14,26,90,0,0,0,0
1781970937.524853,1767,100,70,217,1,0,0,0,0
1781970937.6343677,418,15,182,40,180,0,0,0,0
1781970937.742409,1009,12,28,109,240,0,0,0,0
1781970937.858697,1490,40,200,21,90,0,0,0,0
1781970937.978724,1767,102,100,220,1,0,0,0,0
1781970938.0978856,418,15,185,37,184,0,0,0,0
1781970938.2081077,1009,12,28,113,240,0,0,0,0
1781970938.3100247,1490,43,112,0,114,0,0,0,0
1781970938.4198284,1767,105,100,34,1,0,0,0,0
1781970938.528521,418,15,175,31,189,0,0,0,0
1781970938.638717,1009,12,28,117,240,0,0,0,0
1781970938.7423804,1490,44,206,0,116,0,0,0,0
1781970938.8439274,1767,109,100,119,1,0,0,0,0
1781970938.9558403,418,15,177,25,196,0,0,0,0
1781970939.070262,1009,12,28,122,240,0,0,0,0
1781970939.1737847,1490,46,134,0,124,0,0,0,0
1781970939.2750695,1767,113,100,164,1,0,0,0,0
1781970939.3777564,418,15,176,19,202,0,0,0,0
1781970939.487248,1009,12,28,126,240,0,0,0,0
1781970939.5888028,1490,48,112,24,139,0,0,0,0
1781970939.69128,1767,116,100,164,1,0,0,0,0
1781970939.8067694,418,15,182,12,208,0,0,0,0
1781970939.9150615,1009,12,28,130,240,0,0,0,0
1781970940.018064,1490,49,146,40,121,0,0,0,0
1781970940.1305609,1767,120,100,164,1,0,0,0,0
1781970940.233414,418,15,181,70,160,0,0,0,0
1781970940.3366427,1009,12,28,94,240,0,0,0,0
1781970940.4478126,1490,0,150,20,4,0,0,0,0
1781970940.5481012,1767,90,40,68,0,0,0,0,0
1781970940.6485744,418,15,181,69,159,0,0,0,0
1781970940.7522852,1009,12,28,94,240,0,0,0,0
1781970940.8608286,1490,0,0,17,1,0,0,0,0
1781970940.9625444,1767,89,40,57,0,0,0,0,0
1781970941.068269,418,15,177,69,159,0,0,0,0
1781970941.178703,1009,12,28,94,240,0,0,0,0
1781970941.2932932,1490,0,200,22,20,0,0,0,0
1781970941.3965883,1767,89,40,49,0,0,0,0,0
1781970941.4966424,418,15,175,68,160,0,0,0,0
1781970941.6046119,1009,12,28,94,240,0,0,0,0
1781970941.7080348,1490,5,60,8,24,0,0,0,0
1781970941.8191307,1767,90,70,51,1,0,0,0,0
1781970941.920854,418,15,178,67,161,0,0,0,0
1781970942.0240474,1009,12,28,95,240,0,0,0,0
1781970942.1260645,1490,10,170,11,24,0,0,0,0
1781970942.2265592,1767,90,70,56,1,0,0,0,0
1781970942.3415709,418,15,173,65,162,0,0,0,0
1781970942.4555001,1009,12,28,95,240,0,0,0,0
1781970942.5675254,1490,13,172,5,20,0,0,0,0
1781970942.668468,1767,90,70,60,1,0,0,0,0
1781970942.7851145,418,15,172,64,163,0,0,0,0
1781970942.88649,1009,12,28,96,240,0,0,0,0
1781970942.9906468,1490,16,194,7,20,0,0,0,0
1781970943.1054866,1767,90,70,63,1,0,0,0,0
1781970943.2155666,418,15,170,62,164,0,0,0,0
1781970943.327771,1009,12,28,96,240,0,0,0,0
1781970943.431966,1490,17,88,14,25,0,0,0,0
1781970943.542992,1767,91,70,70,1,0,0,0,0
1781970943.6540887,418,15,170,61,165,0,0,0,0
1781970943.7652874,1009,12,28,97,240,0,0,0,0
1781970943.8760242,1490,18,152,14,25,0,0,0,0
1781970943.98689,1767,91,70,70,1,0,0,0,0
1781970944.0989096,418,15,166,59,166,0,0,0,0
1781970944.2108343,1009,12,28,97,240,0,0,0,0
1781970944.3219604,1490,18,182,0,30,0,0,0,0
1781970944.433583,1767,91,70,70,1,0,0,0,0
1781970944.5443332,418,15,157,58,167,0,0,0,0
1781970944.6561177,1009,12,28,97,240,0,0,0,0
1781970944.767088,1490,18,212,25,28,0,0,0,0
1781970944.877735,1767,92,70,70,1,0,0,0,0
1781970944.9898279,418,15,155,56,169,0,0,0,0
1781970945.0949764,1009,12,28,98,240,0,0,0,0
1781970945.2032063,1490,19,176,44,36,0,0,0,0
1781970945.3148224,1767,92,70,71,1,0,0,0,0
1781970945.4164894,418,15,154,55,170,0,0,0,0
1781970945.519157,1009,12,28,98,240,0,0,0,0
1781970945.6194165,1490,23,112,25,90,0,0,0,0
1781970945.7265227,1767,93,70,89,1,0,0,0,0
1781970945.830696,418,15,168,52,172,0,0,0,0
1781970945.9383698,1009,12,28,101,240,0,0,0,0
1781970946.0390503,1490,28,22,51,104,0,0,0,0
1781970946.1430783,1767,95,70,125,1,0,0,0,0
1781970946.2482216,418,15,158,49,174,0,0,0,0
1781970946.3550448,1009,12,28,103,240,0,0,0,0
1781970946.4633408,1490,31,144,80,108,0,0,0,0
1781970946.566723,1767,97,70,149,1,0,0,0,0
1781970946.6710515,418,15,163,46,177,0,0,0,0
1781970946.7807994,1009,12,28,106,240,0,0,0,0
1781970946.8858202,1490,35,180,118,138,0,0,0,0
1781970947.000897,1767,99,70,189,1,0,0,0,0
1781970947.1130369,418,15,165,43,180,0,0,0,0
1781970947.2216554,1009,12,28,108,240,0,0,0,0
1781970947.3239665,1490,40,170,136,150,0,0,0,0
1781970947.4250827,1767,100,100,220,1,0,0,0,0
1781970947.5322297,418,15,156,40,183,0,0,0,0
1781970947.633545,1009,12,28,111,240,0,0,0,0
1781970947.7372336,1490,43,232,170,148,0,0,0,0
1781970947.8378038,1767,103,100,0,1,0,0,0,0
1781970947.9446533,418,15,140,34,188,0,0,0,0
1781970948.049544,1009,12,28,115,240,0,0,0,0
1781970948.1595402,1490,45,60,73,165,0,0,0,0
1781970948.2619915,1767,106,100,76,1,0,0,0,0
1781970948.365423,418,15,135,27,196,0,0,0,0
1781970948.4789615,1009,12,28,119,240,0,0,0,0
1781970948.5881674,1490,46,14,161,193,0,0,0,0
1781970948.6892061,1767,110,100,143,1,0,0,0,0
1781970948.7933002,418,15,126,21,204,0,0,0,0
1781970948.9024665,1009,12,28,124,240,0,0,0,0
1781970949.0142853,1490,47,48,182,200,0,0,0,0
1781970949.1190841,1767,113,100,164,1,0,0,0,0
1781970949.2241232,418,15,126,14,211,0,0,0,0
1781970949.332257,1009,12,28,128,240,0,0,0,0
1781970949.4464436,1490,48,2,151,193,0,0,0,0
1781970949.555324,1767,117,100,164,1,0,0,0,0
1781970949.6563122,418,15,119,10,218,0,0,0,0
1781970949.766422,1009,12,28,133,240,0,0,0,0
1781970949.8781102,1490,1,44,20,4,0,0,0,0
1781970949.9792888,1767,89,40,77,0,0,0,0,0
1781970950.080691,418,15,128,69,159,0,0,0,0
1781970950.1839893,1009,12,28,94,240,0,0,0,0
1781970950.2938583,1490,0,0,8,2,0,0,0,0
1781970950.3966074,1767,89,40,68,0,0,0,0,0
1781970950.5122507,418,15,129,69,159,0,0,0,0
1781970950.6222897,1009,12,28,94,240,0,0,0,0
1781970950.7266107,1490,0,20,2,1,0,0,0,0
1781970950.8324163,1767,89,40,55,0,0,0,0,0
1781970950.935009,418,15,142,69,159,0,0,0,0
1781970951.039076,1009,12,28,94,240,0,0,0,0
1781970951.1456718,1490,3,112,17,21,0,0,0,0
1781970951.2532618,1767,89,70,58,1,0,0,0,0
1781970951.3661916,418,15,149,68,160,0,0,0,0
1781970951.4697769,1009,12,28,95,240,0,0,0,0
1781970951.5800545,1490,8,62,33,28,0,0,0,0
1781970951.691119,1767,89,70,57,1,0,0,0,0
1781970951.7946813,418,15,154,66,161,0,0,0,0
1781970951.9067955,1009,12,28,95,240,0,0,0,0
1781970952.013879,1490,10,20,24,20,0,0,0,0
1781970952.1247091,1767,90,70,55,1,0,0,0,0
1781970952.2249653,418,15,163,65,162,0,0,0,0
1781970952.3351529,1009,12,28,95,240,0,0,0,0
